clade_name,ASAL001,ASAL002,ASAL003,ASAL004,ASAL006,ASAL009,ASAL010,ASAL011,ASAL015,ASAL016,ASAL017,ASAL018,ASAL019,ASAL020,ASAL001_1_6,ASAL002_1_6,ASAL003_1_6,ASAL004_1_6,ASAL006_1_6,ASAL009_1_6,ASAL010_1_6,ASAL011_1_6,ASAL015_1_6,ASAL016_1_6,ASAL017_1_6,ASAL018_1_6,ASAL019_1_6,ASAL020_1_6,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G1,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G2,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G3,G4,G5,G6,G7,G8,G9,G10_1_6,G11_1_6,G12_1_6,G13_1_6,G14_1_6,G15_1_6,G16_1_6,G17_1_6,G18_1_6,G19_1_6,G1_1_6,G20_1_6,G21_1_6,G22_1_6,G23_1_6,G24_1_6,G25_1_6,G26_1_6,G27_1_6,G28_1_6,G29_1_6,G2_1_6,G30_1_6,G31_1_6,G32_1_6,G33_1_6,G34_1_6,G35_1_6,G36_1_6,G37_1_6,G38_1_6,G39_1_6,G3_1_6,G4_1_6,G5_1_6,G6_1_6,G7_1_6,G8_1_6,G9_1_6
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4631,0,0.1612,0,0,0.2106,0,0,0,0,0,0,0,1.9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4153,0,0,0,0,0,0,0,0,0,0,0,0,3.7627,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_A|t__GCF_001074805.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4631,0,0.1612,0,0,0.2106,0,0,0,0,0,0,0,1.9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4153,0,0,0,0,0,0,0,0,0,0,0,0,3.7627,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_C,0,0,0.6352,0,0,0,0.2622,0.4622,0.3946,0.3167,0,0.4778,0.8235,0,0,0,0,0,0,0,0,0,0.3049,0,0,0,0.8149,0,0,0,0.2975,0.683,0,0.5037,1.6507,0,0,1.4167,0.5255,0,0,0,0.2374,0.523,1.3101,0.8841,0,0.5836,0,0.716,2.2309,0,0,2.5082,0,0,0,0.3965,1.2646,0,0,0.3137,0,0,0.7719,0,0,0,0,0.3149,0.8075,0,0,1.6289,0,0,1.4492,0,0,0,0.8792,0,0,1.3245,0.9714,0,0,0,0.8505,1.9705,0,0,2.2922,0,0,0,0.5028,1.3491,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_C|t__GCF_000180035.1,0,0,0.6352,0,0,0,0.2622,0.4622,0.3946,0.3167,0,0.4778,0.8235,0,0,0,0,0,0,0,0,0,0.3049,0,0,0,0.8149,0,0,0,0.2975,0.683,0,0.5037,1.6507,0,0,1.4167,0.5255,0,0,0,0.2374,0.523,1.3101,0.8841,0,0.5836,0,0.716,2.2309,0,0,2.5082,0,0,0,0.3965,1.2646,0,0,0.3137,0,0,0.7719,0,0,0,0,0.3149,0.8075,0,0,1.6289,0,0,1.4492,0,0,0,0.8792,0,0,1.3245,0.9714,0,0,0,0.8505,1.9705,0,0,2.2922,0,0,0,0.5028,1.3491,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_D,0,0,0,0,0,1.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3564,0,0,0,0,0,0,0,0,1.2033,0,0,0,0,1.4631,0.6047,0.1413,0,0,0,0.1165,0,0,0.3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7954,0,0,0,0,1.2643,0,0,1.0094,0,0,0,0,0,0,0,0,0.8491,0.1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7208,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_D|t__GCF_001073155.1,0,0,0,0,0,1.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3564,0,0,0,0,0,0,0,0,1.2033,0,0,0,0,1.4631,0.6047,0.1413,0,0,0,0.1165,0,0,0.3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7954,0,0,0,0,1.2643,0,0,1.0094,0,0,0,0,0,0,0,0,0.8491,0.1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7208,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,0,0,0,0,0,0,0,0,0,1.1178,0,1.3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4336,0,0,0,0,0,0,0,0,1.9909,0,0,0,0,0,0,0,0,0,1.0583,0,1.4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_F|t__GCF_009717815.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,0,0,0,0,0,0,0,0,0,1.1178,0,1.3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4336,0,0,0,0,0,0,0,0,1.9909,0,0,0,0,0,0,0,0,0,1.0583,0,1.4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_I|t__GCF_023109675.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_K|t__GCA_018499505.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_L|t__GCF_016648855.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4452,0,0,0.6797,0,0,0,0,0,0,0,0,1.4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9144,0,0,0.8887,3.5805,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_Q|t__GCF_015556095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4452,0,0,0.6797,0,0,0,0,0,0,0,0,1.4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9144,0,0,0.8887,3.5805,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3655,1.0974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4333,0.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_R|t__GCA_018366675.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3655,1.0974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4333,0.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_T|t__GCF_001069785.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis|t__GCF_000164675.2,0,0.6925,0.2477,0.5695,0.278,0,0,0,0.3797,0.443,0,0.4572,0.7189,0,0,0,0,0.5417,0,0,0,0,0.5182,0.458,0,0.6681,0,0,0.333,0.0655,0.1627,0.3862,0,0,0.2051,0.0538,0.4986,0,0,0,1.5071,0,0.5036,0,0.0148,0,0.3104,1.2476,0,0.4016,0,0,0.2481,0.8259,0,0,0,0.1577,0,0.8122,0.1498,0.4493,0.5476,1.0017,1.3657,0.1109,0,0,0,0.2061,0,0,0,0,0,1.1629,0,0,0,1.3351,0,0.6288,0,0,0,0,1.351,0,0.5552,0,0,0,1.0945,0,0,0,0.2508,0,0.8054,0,1.1452,0.5495,1.072,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parauberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parauberis|t__GCF_000187935.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_A,0,0,0,0,0.3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_A|t__GCF_001074155.1,0,0,0,0,0.3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2972,0,0,0,0,0,0,0,0,0,3.8869,0,0,0,0,0,0,0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9561,0,0,0,0,0,0,0,0,0,3.9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_C|t__GCF_001074825.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2972,0,0,0,0,0,0,0,0,0,3.8869,0,0,0,0,0,0,0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9561,0,0,0,0,0,0,0,0,0,3.9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_D,0.2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,0.0734,0,0,0.0071,0,0.2214,0,0.0272,0,0,0,0,0,0,0,0,0,0,0.0647,0,0.1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_D|t__GCF_001074975.1,0.2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,0.0734,0,0,0.0071,0,0.2214,0,0.0272,0,0,0,0,0,0,0,0,0,0,0.0647,0,0.1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_E|t__GCF_009731465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4015,0,0,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,0,0,0,0.2353,0,0,0,0,0.2881,0,0,0,0.0971,0.0486,0,0,0,0,0,0,0,0,0,0.5596,0,0,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_L|t__GCF_001072375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4015,0,0,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,0,0,0,0.2353,0,0,0,0,0.2881,0,0,0,0.0971,0.0486,0,0,0,0,0,0,0,0,0,0.5596,0,0,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_M,0,0.8668,0.2052,0,0,0,0,0,0,0,0,0,0,0,0,1.663,0.3288,0,0,0,0.3993,0,0,0,0,0,0,0,0,0,0.2198,0,0,0,0,0.1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853,0,0,0,0,0,0,0,0,0,0.1341,0,1.317,0,0,0.0944,0,0,0,0,0.3093,0,0,0,0,0.1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738,0,1.2624,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_M|t__GCF_001073085.1,0,0.8668,0.2052,0,0,0,0,0,0,0,0,0,0,0,0,1.663,0.3288,0,0,0,0.3993,0,0,0,0,0,0,0,0,0,0.2198,0,0,0,0,0.1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853,0,0,0,0,0,0,0,0,0,0.1341,0,1.317,0,0,0.0944,0,0,0,0,0.3093,0,0,0,0,0.1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738,0,1.2624,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_N,0,0,0,0,0,0,0,0,0.3868,0,0,0.4275,0,0,0,0,0,0,0,0,0,0,0.2428,0,0,0.5051,0,0,0,0,0.0798,0,0,0,0,0,0,0,0.0673,0,0,0,0,0,0,0,0,0,0.1347,0,0.0937,0,0,0,0,0,0,0.0791,0,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2276,0,0.0738,0,0,0,0,0,0,0,0,0,0,0,0.0698,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_N|t__GCF_001068775.1,0,0,0,0,0,0,0,0,0.3868,0,0,0.4275,0,0,0,0,0,0,0,0,0,0,0.2428,0,0,0.5051,0,0,0,0,0.0798,0,0,0,0,0,0,0,0.0673,0,0,0,0,0,0,0,0,0,0.1347,0,0.0937,0,0,0,0,0,0,0.0791,0,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2276,0,0.0738,0,0,0,0,0,0,0,0,0,0,0,0.0698,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_P,0,0,0,0,0,0,0,0,0,0.7147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3636,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_P|t__GCF_001070815.1,0,0,0,0,0,0,0,0,0,0.7147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3636,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517,0,0,0,0,0.081,0,0,0,0,0,0.174,0,0.4898,0,0,0,0.0694,0,0.4889,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1042,0,0,0,0,0,0,0,0,0,0,0.4531,0,0.6076,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae_Q|t__GCF_001072925.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517,0,0,0,0,0.081,0,0,0,0,0,0.174,0,0.4898,0,0,0,0.0694,0,0.4889,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1042,0,0,0,0,0,0,0,0,0,0,0.4531,0,0.6076,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus rubneri,0,0,0.1314,0.4778,0.6816,0,0.6682,0,2.5052,0,0,3.1292,0,0,0,0,0,0.4934,0.9778,0,1.0689,0,2.2097,0,0,2.9812,0,0,0,0.0165,0.2618,0.3495,0,0,0.4224,0,0,0,0,1.5571,0,0,0,0,0.1102,0,0,0,1.1186,0.2393,0,0,0,0,0,0,0,1.4958,0.2504,0.1546,0,0,0.2254,0.0115,0.0187,0.0664,0.1525,0,0,0.2503,0.5523,0,0,0.5448,0,0,0,0,1.4534,0,0,0,0,0.1713,0,0,0,1.024,0.4166,0,0,0,0,0,0,0,1.4716,0.8167,0.1842,0,0,0.295,0,0,0.062,0.2192
